日期,加權指數:收盤價,加權報酬指數:收盤價,電子類:收盤價,金融保險:收盤價,不含金融電子:收盤價,OTC指數:收盤價,不含金融電子報酬指數:收盤價,電子類報酬指數:收盤價,金融保險類報酬指數:收盤價,電子類:成交值比重(%),電子類:市值比重(%)
2012-09-24,7768.3,11148.02,291.74,840.89,10701.55,108.2,15573.43,381.25,993.32,63.797,50.759
2012-09-25,7734.13,11099.07,289.64,837.96,10692.42,107.97,15560.15,378.51,989.86,65.897,50.616
2012-09-26,7669.63,11006.52,286.18,831.96,10652.29,106.88,15501.75,373.98,982.78,69.058,50.428
2012-09-27,7683.8,11026.9,286.95,832.76,10662.82,107.16,15517.07,374.99,983.72,67.237,50.471
2012-09-28,7715.16,11072.13,288.77,831.24,10694.73,107.4,15564.22,377.38,981.93,70.154,50.606
2012-10-01,7675.72,11015.53,287.12,825.27,10656.66,107.49,15508.82,375.21,974.88,65.254,50.573
2012-10-02,7718.68,11077.18,289.38,830.2,10681.41,108.04,15544.85,378.18,980.69,66.824,50.685
2012-10-03,7684.63,11028.31,288.94,823.68,10604.47,107.87,15432.87,377.6,973,64.133,50.833
2012-10-04,7682.34,11025.05,288.28,831.65,10594.68,107.64,15418.62,376.74,982.41,65.127,50.73
2012-10-05,7690.65,11036.98,288.32,836.75,10601.49,107.79,15428.53,376.79,988.43,62.842,50.713
2012-10-08,7615.89,10929.68,284.9,827.54,10534.9,106.57,15331.63,372.31,977.55,65.626,50.602
2012-10-09,7592.01,10895.41,282.17,828.79,10577.88,105.3,15394.18,368.76,979.03,66.639,50.269
2012-10-11,7451.72,10694.08,276.83,813.74,10387.95,104.32,15117.76,361.77,961.25,68.141,50.243
2012-10-12,7437.04,10673.01,276.74,809.22,10356.86,103.96,15072.51,361.66,955.91,67.246,50.324
2012-10-15,7418.9,10646.98,275.7,807.98,10346.81,103.13,15057.89,360.3,954.45,59.526,50.246
2012-10-16,7471.02,10721.77,278.66,812.91,10370.84,103.79,15092.87,364.17,960.27,68.515,50.43
2012-10-17,7464.4,10712.28,278.56,809.97,10364.09,104.27,15083.04,364.03,956.8,69.887,50.457
2012-10-18,7465.41,10713.72,278.14,811.52,10382.38,104.05,15109.67,363.49,958.63,67.699,50.369
2012-10-19,7408.76,10632.42,275.58,804.2,10331.73,103.53,15035.95,360.13,949.98,68.032,50.287
2012-10-22,7373.04,10581.16,274.73,798.79,10264.19,103.13,14937.66,359.03,943.59,64.303,50.37
2012-10-23,7337.48,10530.14,273.74,794.07,10201.13,102.99,14845.88,357.74,938.02,62.279,50.433
2012-10-24,7314.88,10497.71,273.37,793.6,10137.5,102.63,14753.28,357.25,937.46,61.81,50.476
2012-10-25,7262.08,10422.29,270.99,788.13,10083.58,101.07,14674.81,354.17,930.99,68.041,50.403
2012-10-26,7134.06,10238.55,267.78,764.83,9867.41,97.85,14360.21,349.97,903.48,65.998,50.699
2012-10-29,7091.67,10177.72,266.23,760.21,9807.02,95.29,14272.33,347.94,898.02,69.008,50.71
2012-10-30,7182.59,10308.28,269.66,771.32,9925.69,96.06,14445.27,352.43,911.14,69.544,50.711
2012-10-31,7166.05,10284.53,269.35,765.29,9905.71,95.57,14416.19,352.02,904.01,74.763,50.767
2012-11-01,7179.64,10304.03,271.25,764.64,9863.1,96.5,14354.18,354.5,903.25,69.573,51.027
2012-11-02,7210.47,10348.28,271.25,779.43,9914.68,96.86,14429.25,354.5,920.72,68.835,50.81
2012-11-05,7185.36,10312.24,270.61,771.86,9885.86,95.74,14387.3,353.66,911.78,67.6,50.831
2012-11-06,7236.68,10385.89,272.87,778.23,9935.76,96.63,14459.93,356.63,919.3,73.073,50.896
2012-11-07,7287.18,10458.37,274.73,787.98,9988.4,98.04,14536.53,359.06,930.82,70.501,50.89
2012-11-08,7242.63,10394.44,274.25,776.16,9897.09,97.58,14403.64,358.43,916.86,69.984,51.111
2012-11-09,7293.22,10467.05,276.89,780.45,9934.43,98.76,14457.99,361.87,921.93,72.805,51.247
2012-11-12,7267.75,10430.49,275.87,777.78,9902.13,98.38,14410.99,360.54,918.77,69.971,51.238
2012-11-13,7136.05,10241.47,271.43,764.07,9692.45,96.41,14105.83,354.74,902.57,71.007,51.34
2012-11-14,7159.75,10275.5,273.38,767.62,9667.08,96.85,14068.9,357.29,906.77,71.201,51.536
2012-11-15,7143.84,10252.65,273.46,760.67,9633.43,96.67,14019.94,357.39,898.56,66.039,51.668
2012-11-16,7130.07,10232.89,272.51,759.37,9635.79,96.54,14023.36,356.15,897.03,70.864,51.588
2012-11-19,7129.04,10231.42,271.51,763.03,9666.4,94.81,14067.92,354.85,901.35,67.609,51.409
2012-11-20,7145.77,10255.43,271.73,767.84,9697.19,94.7,14112.73,355.14,907.03,70.514,51.373
2012-11-21,7088.49,10173.22,270.75,758.16,9574.37,93.89,13933.98,353.85,895.59,68.032,51.599
2012-11-22,7105.76,10198,271.57,766.74,9560.16,94.08,13913.3,354.92,905.73,65.09,51.6
2012-11-23,7326.01,10514.1,279.88,790.05,9863.55,96.22,14354.84,365.79,933.27,68.506,51.584
2012-11-26,7407.37,10630.87,282.44,801.18,9990.61,97.34,14539.75,369.13,946.41,65.856,51.493
2012-11-27,7430.2,10663.63,283.07,806.07,10023.39,97.94,14587.46,369.95,952.19,70.181,51.449
2012-11-28,7434.93,10670.42,283.3,808.07,10020.43,98.08,14583.15,370.26,954.56,73.057,51.462
2012-11-29,7503.55,10768.91,285.39,809.72,10165.06,98.82,14793.64,372.98,956.5,70.867,51.364
2012-11-30,7580.17,10878.87,289.02,819.33,10226.49,99.65,14883.03,377.73,967.85,66.636,51.492
2012-12-03,7599.91,10907.2,289.75,822.25,10251.06,100,14918.8,378.68,971.3,70.175,51.488
2012-12-04,7600.98,10908.74,290.98,821.99,10193.49,101,14835.02,380.3,970.99,77.799,51.7
2012-12-05,7649.05,10977.72,292.23,829.18,10279.53,101.71,14960.24,381.92,979.49,68.328,51.595
2012-12-06,7623.26,10940.71,290.16,830.24,10283.13,101.6,14965.46,379.22,980.74,70.541,51.403
2012-12-07,7642.26,10967.98,291.55,829.95,10285.03,101.35,14968.24,381.04,980.4,73.619,51.409
2012-12-10,7609.5,10920.95,290.05,824.61,10261.59,100.87,14934.13,379.07,974.1,72.901,51.356
2012-12-11,7613.69,10926.97,289.89,825.01,10283.86,100.01,14966.54,378.86,974.56,70.897,51.304
2012-12-12,7690.19,11036.76,292.22,837.39,10398.93,101.19,15134,381.91,989.19,66.313,51.218
2012-12-13,7757.09,11132.77,294.72,843.73,10495.51,102.13,15274.56,385.18,996.67,68.4,51.207
2012-12-14,7698.77,11049.08,291.08,839.17,10481.15,101.55,15253.65,380.42,991.29,74.534,50.964
2012-12-17,7631.28,10952.21,286.71,834.82,10468.52,100.81,15235.27,374.71,986.15,74.171,50.643
2012-12-18,7643.74,10970.09,287.39,838.01,10466.87,101.31,15232.87,375.6,989.92,69.649,50.63
2012-12-19,7677.47,11018.51,287.94,846.98,10526.42,102.03,15319.54,376.32,1000.51,63.407,50.5
2012-12-20,7595.46,10900.81,285.87,832.59,10386.44,101.39,15115.82,373.61,983.52,67.62,50.656
2012-12-21,7519.93,10792.4,282.75,824.75,10295.15,100.82,14982.96,369.54,974.26,68.919,50.592
2012-12-22,7540.14,10821.42,284.5,827.67,10269.74,101.85,14945.99,371.82,977.7,70.117,50.768
2012-12-24,7535.52,10814.78,283.24,827.25,10318.21,101.8,15016.53,370.17,977.21,64.687,50.574
2012-12-25,7636.57,10959.81,287.15,839.69,10444.97,102.27,15201,375.28,991.91,61.073,50.597
2012-12-26,7634.19,10956.4,286.16,836.71,10498.89,102.57,15279.47,374,988.39,54.576,50.44
2012-12-27,7648.41,10976.81,287.12,835.89,10507.41,102.67,15291.87,375.25,987.42,70.003,50.484
2012-12-28,7699.5,11050.13,289.23,841.78,10566.27,103.29,15377.54,378.01,994.38,61.85,50.531
2013-01-02,7779.22,11164.55,292.53,846.55,10677.33,104.13,15539.17,382.32,1000.01,65.199,50.545
2013-01-03,7836.84,11247.23,294.1,848.73,10804.62,105.03,15724.41,384.37,1002.58,62.644,50.446
2013-01-04,7805.99,11202.96,292.47,840.88,10805.44,104.95,15725.61,382.24,993.31,66.1,50.357
2013-01-07,7755.09,11129.91,289.38,841.89,10766.73,105.31,15669.28,378.2,994.5,64.351,50.142
2013-01-08,7721.66,11081.93,288.13,839.42,10715.23,105.13,15594.33,376.57,991.59,68.36,50.146
2013-01-09,7738.64,11106.29,288.58,842.79,10741.61,105.91,15632.72,377.15,995.57,65.134,50.113
2013-01-10,7811.64,11211.06,290.25,858.27,10863.36,105.95,15809.91,379.34,1013.85,59.572,49.918
2013-01-11,7819.15,11221.85,290.34,857.52,10890.26,106.3,15849.05,379.46,1012.96,58.144,49.881
2013-01-14,7823.97,11228.76,290.96,860.6,10863.52,106.55,15810.14,380.27,1016.61,63.807,49.953
2013-01-15,7765.02,11144.16,288.21,854.29,10809.39,106.13,15731.37,376.67,1009.15,68.777,49.858
2013-01-16,7700.43,11051.45,286.11,850.02,10691.8,105.62,15560.23,373.93,1004.11,70.079,49.912
2013-01-17,7616.64,10931.21,283.72,839.95,10542.67,102.77,15343.2,370.8,992.21,60.412,50.042
2013-01-18,7732.87,11098.01,288.36,851.64,10692.7,104.28,15561.54,376.87,1006.02,67.478,50.08
2013-01-21,7724.92,11086.61,287.98,852.33,10679.06,104.69,15541.69,376.37,1006.84,67.434,50.066
2013-01-22,7759.1,11135.66,289.56,857.99,10702.6,105.43,15575.95,378.44,1013.53,64.534,50.115
2013-01-23,7744.18,11114.25,289.09,854.69,10685.09,105.62,15550.46,377.82,1009.62,67.826,50.161
2013-01-24,7695.99,11045.09,287.25,849.76,10619.01,105.34,15454.29,375.41,1003.8,71.007,50.156
2013-01-25,7672.58,11011.49,286.65,849.53,10562.29,105.11,15371.75,374.64,1003.53,67.397,50.314
2013-01-28,7714.67,11071.89,287.77,860.22,10616.91,105.19,15451.23,376.1,1016.16,62.411,50.235
2013-01-29,7802,11197.23,292.09,863.36,10712.12,106.54,15589.8,381.74,1019.86,67.562,50.424
2013-01-30,7832.98,11241.7,292.48,869.79,10780.64,107.01,15689.51,382.25,1027.46,62.738,50.3
2013-01-31,7850.02,11266.15,292.26,878.78,10816.72,106.74,15742.03,381.96,1038.08,65.105,50.148
2013-02-01,7855.97,11274.68,292.31,880.89,10826.96,106.97,15756.93,382.03,1040.57,66.536,50.131
2013-02-04,7923.16,11371.12,293.57,909.53,10890.68,107.24,15849.66,383.67,1074.4,51.86,49.914
2013-02-05,7886.94,11319.14,291.79,909.06,10846.93,106.78,15785.99,381.34,1073.85,52.078,49.836
2013-02-06,7906.65,11347.42,293.22,917.26,10812.85,106.4,15736.4,383.22,1083.53,53.597,49.955
2013-02-18,7943.53,11400.36,295.28,924.63,10815,107.09,15739.52,385.91,1092.24,58.567,50.068
2013-02-19,7960.88,11425.25,296.87,924.09,10802.45,108.23,15721.26,387.98,1091.61,63.464,50.187
2013-02-20,8029.1,11523.15,299.47,934.19,10882.43,109.45,15837.66,391.39,1103.54,57.784,50.198
2013-02-21,7957.46,11420.34,296.75,915.54,10832.54,109.19,15765.05,387.84,1081.5,54.91,50.186
2013-02-22,7947.72,11406.37,295.31,920.89,10845.38,109.29,15783.74,385.95,1087.82,57.513,50.003
2013-02-23,7986.89,11462.59,297.01,929.91,10866.88,109.6,15815.03,388.18,1098.49,49.726,50.04
2013-02-25,7947.68,11406.31,295.85,924.87,10800.7,110.29,15718.72,386.66,1092.53,60.403,50.091
2013-02-26,7880.9,11310.47,292.71,915.9,10748.04,109.78,15642.07,382.56,1081.93,60.525,49.982
2013-02-27,7897.98,11334.98,294.25,919.73,10718.17,110.06,15598.6,384.56,1086.46,65.009,50.137
2013-03-01,7964.63,11430.63,296.18,927,10838.38,111.2,15773.55,387.09,1095.05,62.949,50.05
2013-03-04,7867.34,11291,293.23,913.34,10682.48,109.99,15546.66,383.23,1078.9,62.3,50.167
2013-03-05,7932.71,11384.83,296.24,928.46,10709.38,111.22,15585.82,387.17,1096.76,67.742,50.268
2013-03-06,7950.3,11410.07,296.17,927.69,10782.2,111.83,15691.78,387.08,1095.86,72.53,50.149
2013-03-07,7960.51,11424.72,295.6,941.78,10788.35,112.9,15700.74,386.32,1112.5,64.772,49.986
2013-03-08,8015.14,11503.12,296.48,961.87,10861.06,112.87,15806.56,387.48,1136.23,56.823,49.79
2013-03-11,8038.72,11536.97,296.25,968.21,10933.11,113,15911.42,387.18,1143.72,63.053,49.607
2013-03-12,7994.71,11473.8,296.14,947.17,10865.51,112.77,15813.04,387.03,1118.87,64.258,49.875
2013-03-13,7995.51,11474.95,297.37,951.7,10786.87,112.35,15698.58,388.64,1124.22,64.306,50.078
2013-03-14,7951.76,11412.16,296.57,950.28,10669.54,112.25,15527.83,387.59,1122.54,60.134,50.217
2013-03-15,7927.49,11377.33,295.49,942.5,10666.96,112.33,15524.08,386.18,1113.35,59.239,50.189
2013-03-18,7811.34,11210.64,291.48,920.96,10527.97,110.79,15321.79,380.95,1087.9,57.159,50.247
2013-03-19,7838.47,11249.58,293,927.78,10523.34,111.75,15315.06,382.93,1095.96,64.029,50.334
2013-03-20,7798.03,11191.54,291.01,931.44,10456.31,111.91,15217.5,380.33,1100.29,58.196,50.252
2013-03-21,7811.84,11211.36,290.91,930.47,10517.35,112.28,15306.34,380.2,1099.15,62.116,50.126
2013-03-22,7796.22,11188.93,290.87,925.77,10481.14,112.27,15253.64,380.15,1093.59,64.101,50.219
2013-03-25,7856.12,11274.91,293.38,938.3,10524.69,113.01,15317.02,383.42,1108.39,63.72,50.267
2013-03-26,7856.36,11275.25,294.52,936.74,10474.3,113.39,15243.69,384.92,1106.55,68.299,50.462
2013-03-27,7894.12,11329.44,296.05,946.78,10495.31,113.79,15274.26,386.91,1118.41,65.385,50.48
2013-03-28,7866.88,11290.34,294.96,940.87,10474.01,113.62,15243.27,385.49,1111.43,60.902,50.469
2013-03-29,7918.61,11364.58,296.85,943.43,10560.75,114.29,15369.51,387.97,1114.45,63.654,50.462
2013-04-01,7899.24,11336.79,296.44,934.36,10548.39,113.18,15351.52,387.43,1103.74,59.944,50.515
2013-04-02,7913.18,11356.8,297.12,926.91,10598.69,113.41,15424.72,388.32,1094.93,59.939,50.541
2013-04-03,7942.35,11398.66,297.96,936.25,10624.82,114.44,15462.75,389.42,1105.97,57.047,50.5
2013-04-08,7752.79,11126.6,291.35,910.2,10362.16,111.53,15080.49,380.77,1075.19,58.355,50.618
2013-04-09,7728.54,11091.81,289.87,909.34,10349.85,111.39,15062.57,378.84,1074.18,62.14,50.517
2013-04-10,7752.8,11126.62,291.09,915.48,10352.43,111.76,15066.33,380.43,1081.44,61.275,50.572
2013-04-11,7857.98,11277.58,295.38,918.57,10516.02,112.46,15304.41,386.04,1085.09,63.397,50.633
2013-04-12,7821.63,11225.41,292.9,915.47,10518.99,112.22,15308.74,382.79,1081.42,68.499,50.447
2013-04-15,7763.53,11142.03,290.03,905.12,10490.92,111.03,15267.87,379.05,1069.19,66.458,50.331
2013-04-16,7801.05,11195.86,292.04,906.45,10524.04,111.47,15316.08,381.68,1070.76,64.09,50.438
2013-04-17,7809.07,11207.38,292.8,896.18,10560.56,112.21,15369.23,382.67,1058.63,59.834,50.517
2013-04-18,7791.35,11181.95,292.07,895.74,10532.88,112.23,15328.94,381.72,1058.11,63.954,50.508
2013-04-19,7930.8,11382.08,299.09,911.67,10631.07,113.76,15471.84,390.9,1076.93,69.204,50.816
2013-04-22,7970.38,11438.89,300.38,918.63,10683.91,113.77,15548.75,392.58,1085.16,65.611,50.783
2013-04-23,7942.77,11399.27,298.35,917.65,10687.49,113.82,15553.96,389.92,1084,71.564,50.613
2013-04-24,8023.71,11515.9,300.82,924.7,10835.32,114.54,15770.94,393.15,1092.32,64.997,50.511
2013-04-25,8021.75,11513.1,300.95,920.92,10837.84,114.27,15774.61,393.32,1087.86,62.866,50.547
2013-04-26,8022.06,11513.53,301.57,918.4,10818.37,113.91,15746.28,394.14,1084.88,62.234,50.649
2013-04-29,8029.74,11524.56,302.47,917.68,10804.85,113.78,15726.59,395.31,1084.03,69.819,50.751
2013-04-30,8093.66,11616.3,305.69,925.29,10848.73,114.85,15790.47,399.51,1093.03,68.969,50.88
2013-05-02,8128.51,11666.32,307.66,931.46,10852.79,115.64,15796.38,402.09,1100.31,68.767,50.989
2013-05-03,8135.03,11675.68,307.52,934.94,10869,115.09,15819.97,401.91,1104.42,69.258,50.924
2013-05-06,8169.05,11724.5,310.31,926.68,10891.87,115.11,15853.26,405.55,1094.67,66.231,51.171
2013-05-07,8163.06,11715.91,309.84,925.28,10899.15,115.37,15863.86,404.94,1093.01,67.28,51.144
2013-05-08,8267.09,11865.22,313.9,931.96,11054.62,115.88,16090.14,410.25,1100.91,66.178,51.163
2013-05-09,8285.89,11892.37,314.86,934.51,11065.3,116.39,16105.68,411.52,1103.91,70.315,51.204
2013-05-10,8280.26,11884.3,313.35,938.99,11101.14,116.71,16157.84,409.54,1109.2,67.149,50.992
2013-05-13,8248.32,11838.45,312.53,935.08,11040.01,116.32,16068.87,408.46,1104.58,66.912,51.056
2013-05-14,8251.82,11843.48,312.75,933.36,11049.36,116.71,16082.48,408.76,1102.56,65.169,51.071
2013-05-15,8318.59,11939.31,314.79,947.48,11135.05,117.52,16207.2,411.42,1119.23,65.639,50.991
2013-05-16,8390.05,12041.87,316.77,964.93,11226.36,119.07,16340.1,414.01,1139.85,64.001,50.875
2013-05-17,8368.19,12010.5,316.17,958.56,11202.78,119.56,16305.79,413.22,1132.32,66.554,50.911
2013-05-20,8377.05,12023.21,316.79,967.16,11166.83,119.74,16253.47,414.04,1142.49,63.801,50.96
2013-05-21,8383.05,12032.34,316.85,959.08,11221.62,120.38,16333.21,414.12,1133.31,65.407,50.921
2013-05-22,8398.84,12055.18,317.55,959.88,11242.23,120.71,16363.85,415.03,1134.24,66.157,50.937
2013-05-23,8237.83,11824.07,311.32,938.2,11048.24,119.35,16081.49,406.88,1108.62,66.473,50.915
2013-05-24,8209.78,11783.8,310.89,934.3,10981.77,118.64,15984.74,406.32,1104.01,66.336,51.019
2013-05-27,8280.1,11884.74,314.45,940.48,11038.54,119.54,16067.36,410.97,1111.32,66.765,51.165
2013-05-28,8263.05,11860.28,313.31,938.54,11040.83,120.08,16070.69,409.48,1109.03,69.559,51.084
2013-05-29,8337.9,11967.71,316.04,946.81,11146.87,121.27,16225.05,413.06,1118.8,66.923,51.068
2013-05-30,8243.29,11831.9,312.73,935.69,11008.39,121.11,16023.48,408.72,1105.67,65.697,51.112
2013-05-31,8254.8,11848.42,312.54,941.87,11034.15,121.44,16060.98,408.48,1112.96,60.084,51.011
2013-06-03,8201.02,11771.23,310.52,929.76,10987.38,121.56,15992.9,405.84,1098.66,63.769,51.024
2013-06-04,8191.22,11757.16,310.9,925.47,10950.03,121.39,15938.53,406.34,1093.58,66.187,51.143
2013-06-05,8181.91,11743.81,310.07,928.28,10945.07,120.91,15931.32,405.25,1096.91,64.013,51.062
2013-06-06,8096.14,11621.1,306.56,919.41,10839.56,120.55,15777.73,400.69,1086.43,62.86,51.02
2013-06-07,8095.2,11620.04,306.07,920.03,10857.99,119.24,15805.67,400.06,1087.16,65.451,50.946
2013-06-10,8160.55,11714.4,308.73,930.53,10922.81,120.64,15900.04,403.53,1099.96,66.658,50.975
2013-06-11,8116.15,11650.66,306.56,932.91,10855.56,120.27,15802.14,400.69,1102.78,65.135,50.894
2013-06-13,7951.66,11414.8,298.73,919.16,10694.71,117.89,15568.99,390.46,1086.52,65.339,50.619
2013-06-14,7937.74,11394.82,298.59,916.72,10660.6,117,15519.32,390.27,1083.63,65.328,50.668
2013-06-17,7992.89,11473.99,300.46,924.05,10740.47,118.85,15635.6,392.72,1092.3,67.801,50.633
2013-06-18,8011.02,11500.01,302.28,922.43,10723.71,119.63,15611.19,395.1,1090.39,66.02,50.823
2013-06-19,8007.39,11495.91,301.17,920.91,10772.84,119.93,15683.47,393.71,1088.59,62.313,50.659
2013-06-20,7898.91,11340.17,296.68,914.77,10620.17,118.6,15461.2,387.83,1081.33,64.071,50.587
2013-06-21,7793.31,11188.72,293.01,912.16,10420.95,116.89,15171.17,383.05,1078.24,58.949,50.638
2013-06-24,7758.03,11138.18,289.47,912.01,10468.49,116.64,15240.8,378.42,1078.06,62.163,50.251
2013-06-25,7663.23,11002.22,287.32,895.76,10292.71,113.22,14985.44,375.61,1058.86,64.08,50.495
2013-06-26,7784.8,11178.22,291.66,904.24,10491.95,114.9,15279.93,381.31,1068.88,63.984,50.461
2013-06-27,7883.9,11324.96,295.44,914.37,10628.3,116.43,15491.19,386.32,1080.86,66.944,50.472
2013-06-28,8062.21,11584.02,303.46,928.08,10831.31,116.47,15789.84,396.96,1097.07,66.023,50.696
2013-07-01,8036,11553.25,302.61,926.87,10781.18,118.85,15717.62,395.97,1099.11,68.954,50.629
2013-07-02,8015.86,11528.11,302.78,921.34,10721.56,118.64,15643.61,396.22,1092.55,69.422,50.785
2013-07-03,7911.42,11420.25,298.56,902.42,10625.98,117.89,15506.17,393.53,1070.12,65.485,50.731
2013-07-04,7893.72,11403.28,296.47,904.49,10655.67,116.94,15568.37,391.02,1072.57,67.828,50.475
2013-07-05,8001.82,11560.42,301.23,912.16,10787.05,117.78,15762.72,397.32,1081.66,65.358,50.592
2013-07-08,7886.34,11412.61,295,906.76,10692.11,116.76,15630.01,390.28,1075.26,64.596,50.271
2013-07-09,7971.18,11537.69,297.07,923.1,10833.97,117.37,15842.51,393.07,1094.78,60.317,50.025
2013-07-10,8011.69,11600.46,297.48,934.37,10915.66,117.05,15967.36,393.8,1108.15,56.023,49.841
2013-07-11,8179.54,11847.44,302.92,953.53,11185.96,118.21,16369.25,401.15,1130.88,54.781,49.711
2013-07-12,8220.49,11910.74,303.87,961.17,11257.82,119.13,16484.35,402.5,1139.93,53.485,49.554
2013-07-15,8254.68,11969.03,304.65,959.82,11352.51,120.51,16637.91,403.86,1138.33,54.211,49.475
2013-07-16,8260.11,11989.52,303.61,960.22,11423.1,120.81,16750.23,403.15,1139.05,53.082,49.274
2013-07-17,8258.95,12024.74,301.42,969.46,11487.94,120.24,16880.39,401.76,1153.77,53.774,48.925
2013-07-18,8194.88,11938.79,296.5,969.54,11494.8,118.73,16908.95,395.37,1153.86,55.287,48.502
2013-07-19,8062.03,11749.86,288.17,959.81,11458.75,117.31,16856.74,384.29,1144.96,64.46,47.889
2013-07-22,8105.45,11819.23,288.97,969.69,11537.29,118.32,16990.61,385.45,1156.74,58.786,47.764
2013-07-23,8214.65,11985.11,294.94,976.19,11617.56,119.73,17114.12,393.56,1166.59,58.371,48.103
2013-07-24,8196.19,11967.14,295.64,971.49,11533.92,120.26,16997.53,394.93,1161.63,59.622,48.327
2013-07-25,8163.58,11933.73,295.9,964.67,11429.38,119.33,16861.71,395.8,1154.58,62.579,48.562
2013-07-26,8149.4,11918.21,296.16,966.48,11355.13,119.58,16768.57,396.21,1156.74,58.136,48.69
2013-07-29,8084.5,11825.66,292.71,965.49,11289.9,118.85,16676.38,391.65,1155.86,62.696,48.509
2013-07-30,8163.55,11947.97,295.38,974.88,11410.2,119.92,16859.34,395.59,1167.1,56.149,48.478
2013-07-31,8107.94,11870.23,293.69,971.66,11301.39,119,16700.81,393.53,1163.25,59.135,48.525
2013-08-01,8056.22,11808.6,290.49,968.96,11280.02,119.19,16675.95,390.09,1160.01,60.653,48.294
2013-08-02,8099.88,11878.07,290.21,976.96,11422.29,119.39,16896.47,389.74,1171.11,56.603,47.987
2013-08-05,8138.63,11935.81,292.12,977.85,11467.53,120.23,16966.81,392.31,1172.18,57.961,48.206
2013-08-06,8038.91,11790.87,288.73,963.83,11326.25,119.92,16761.64,387.78,1155.37,57.94,48.249
2013-08-07,7921.29,11626.71,284.03,948.18,11191.13,118.05,16578.72,381.73,1136.61,56.314,48.158
2013-08-08,7907.67,11623.86,283.33,950,11167.22,118.81,16568.99,381.5,1138.79,56.486,48.116
2013-08-09,7856.14,11549.23,282.44,940.61,11060.8,118.34,16411.1,380.35,1127.7,59.063,48.274
2013-08-12,7903.38,11619.71,283.99,947.63,11128.9,118.14,16512.44,382.45,1136.68,59.5,48.251
2013-08-13,7986.27,11749.1,288.68,947.97,11201.98,119.28,16622.03,388.8,1141.7,63.03,48.536
2013-08-14,7951.33,11702.13,287.87,946.63,11117.75,119.15,16498.41,387.78,1142.19,60.66,48.614
2013-08-15,7887.26,11616.32,285.87,937.03,11021.07,118.75,16361.25,385.34,1132.72,59.629,48.665
2013-08-16,7925,11671.98,287.16,940.54,11082.09,118.88,16452.13,387.08,1136.96,63.188,48.648
2013-08-19,7900.21,11637.31,286.6,937.17,11032.2,119.18,16383.16,386.36,1132.88,60.237,48.709
2013-08-20,7832.65,11538.15,284.14,937.5,10901.43,117.02,16189.58,383.06,1133.29,60.206,48.706
2013-08-22,7814.38,11512.56,284.46,931.02,10845.81,117.01,16109.16,383.51,1125.72,59.902,48.876
2013-08-23,7873.31,11601.81,287.16,933.35,10920.27,118.11,16222.56,387.27,1128.53,63.887,48.971
2013-08-26,7894.97,11635.47,288.17,934.09,10947.61,118.31,16266.14,388.69,1129.43,62.935,49.009
2013-08-27,7820.84,11530.4,285.53,929.27,10824.15,116.18,16096.54,385.16,1123.6,62.95,49.017
2013-08-28,7824.54,11537.06,286.04,927.09,10821.6,115.56,16095.42,385.9,1120.97,62.718,49.087
2013-08-29,7917.66,11681.9,289.41,934.76,10966.94,117.15,16328.51,390.65,1130.24,61.836,49.079
2013-08-30,8021.89,11837,293.34,949.57,11094.55,117.91,16521.77,395.98,1148.15,60.766,49.099
2013-09-02,8038.86,11862.52,294.45,947.84,11109.73,118.83,16546.04,397.49,1146.06,65.669,49.184
2013-09-03,8088.37,11935.94,295.82,960.25,11171.63,119.76,16638.47,399.33,1161.25,62.233,49.105
2013-09-04,8083.44,11928.92,294.4,964.54,11205.37,120.32,16688.92,397.43,1166.44,64.984,48.903
2013-09-05,8169.1,12055.65,297.68,968.3,11344.62,121.52,16897.23,401.86,1170.99,65.076,48.933
2013-09-06,8164.2,12048.46,297.6,965.89,11341.03,121.97,16891.88,401.75,1168.08,62.518,48.953
2013-09-09,8192.11,12099.26,298.66,964.9,11396.33,120.34,16974.62,403.85,1166.87,61.943,48.978
2013-09-10,8208.77,12124.71,299.51,963.53,11422.15,119.79,17015.76,404.99,1165.32,59.641,49.016
2013-09-11,8208.99,12125.37,298.72,969.25,11437.36,119.93,17039.06,403.92,1172.32,64.074,48.886
2013-09-12,8225.36,12149.63,297.42,974.03,11542.25,120.33,17195.63,402.17,1178.1,59.202,48.608
2013-09-13,8168.2,12065.2,295.88,968.85,11428.97,120.08,17026.87,400.08,1171.84,60.584,48.693
2013-09-14,8142.48,12027.21,294.91,963.94,11402.72,120.03,16987.77,398.78,1165.9,62.595,48.685
2013-09-16,8255.34,12193.91,299.61,975.09,11539.91,120.99,17192.14,405.13,1179.38,61.216,48.788
2013-09-17,8249.78,12185.78,299.09,976.72,11538.05,120.95,17189.72,404.43,1181.35,61.154,48.73
2013-09-18,8209.18,12125.82,297.21,973.95,11492.92,121.7,17122.49,401.88,1178,60.51,48.653
2013-09-23,8292.83,12249.38,300.65,986.92,11575.7,122.47,17245.81,406.54,1193.69,60.454,48.716
2013-09-24,8299.12,12258.87,301.43,985.2,11567.68,122.55,17234.4,407.6,1191.61,62.516,48.792
2013-09-25,8283.9,12236.39,299.77,986.36,11589.16,122.97,17266.4,405.34,1193.01,60.861,48.611
2013-09-26,8184.68,12089.83,296.25,973.2,11452.58,121.69,17062.9,400.59,1177.1,58.436,48.63
