日期,加權指數:收盤價,加權報酬指數:收盤價,電子類:收盤價,金融保險:收盤價,不含金融電子:收盤價,OTC指數:收盤價,不含金融電子報酬指數:收盤價,電子類報酬指數:收盤價,金融保險類報酬指數:收盤價,電子類:成交值比重(%),電子類:市值比重(%)
2010-01-14,8289.98,10633.6,343.45,904.3,9753.27,148.85,12599.61,398.52,998.9,69.745,55.614
2010-01-15,8356.89,10719.43,347.34,908.55,9788.93,149.79,12645.68,403.04,1003.59,69.403,55.795
2010-01-18,8337.82,10694.97,346.66,903.4,9774.76,150.28,12627.39,402.24,997.91,68.407,55.813
2010-01-19,8249,10581.04,342.04,901.74,9683.38,148.75,12509.34,396.88,996.07,68.889,55.621
2010-01-20,8220.93,10545.03,341.55,887.24,9664.72,148.6,12485.22,396.32,980.05,67.726,55.733
2010-01-21,8127.87,10425.66,336.61,885.07,9573.15,145.96,12366.94,390.58,977.65,65.121,55.604
2010-01-22,7927.31,10168.41,327.39,863.11,9381.2,142.84,12118.97,379.88,953.39,66.474,55.478
2010-01-25,7872.99,10098.72,326.32,853.79,9275.14,140.58,11981.95,378.64,943.1,68.683,55.676
2010-01-26,7598.81,9747.03,315.42,822.31,8937.44,133.4,11545.7,366,908.33,65.922,55.792
2010-01-27,7560.03,9697.3,312.71,822.76,8924.43,130.07,11528.89,362.85,908.83,71.071,55.611
2010-01-28,7694.58,9869.89,319.27,836.05,9041.97,134.23,11680.73,370.46,923.51,73.402,55.759
2010-01-29,7640.44,9800.44,316.89,829.11,8989.21,132.28,11612.58,367.7,915.84,71.575,55.737
2010-02-01,7524.67,9651.94,310.67,815.21,8926.02,131.11,11530.95,360.49,900.49,69.416,55.519
2010-02-02,7429.61,9530,307.73,803.85,8770.75,128.57,11330.37,357.08,887.94,69.427,55.704
2010-02-03,7547.98,9681.84,314.48,814.89,8830.29,131.05,11407.29,364.9,900.13,70.636,56.057
2010-02-04,7542.04,9674.22,313.87,812.33,8848.81,132.31,11431.2,364.19,897.31,71.8,56.011
2010-02-05,7217.83,9258.35,300.24,767.44,8517.2,125.82,11002.82,348.38,847.72,66.631,56.055
2010-02-06,7212.87,9251.99,300.96,759.94,8496.57,122.79,10976.16,349.22,839.43,66.047,56.233
2010-02-08,7215.88,9255.85,300.07,769.26,8510.6,123.73,10994.29,348.18,849.73,68.571,55.959
2010-02-09,7361.04,9442.05,306.09,783.18,8688.93,126.95,11224.66,355.17,865.11,69.716,55.931
2010-02-10,7441.84,9545.69,309.17,790.42,8803.3,129.26,11372.41,358.75,873.11,68.989,55.848
2010-02-22,7560.04,9697.31,312.11,821.58,8958.34,130.32,11572.7,362.15,907.53,67.138,55.5
2010-02-23,7597.44,9745.29,312.84,819.82,9066.08,131.24,11711.88,363,905.58,68.883,55.368
2010-02-24,7529.67,9658.35,309.28,814.75,9012.58,130.83,11642.76,358.87,899.98,69.108,55.234
2010-02-25,7426.96,9526.61,304.28,801.06,8937.59,129.22,11545.9,353.07,884.85,70.71,55.122
2010-02-26,7436.1,9538.32,303.7,804.79,8982.43,129.05,11603.82,352.4,888.97,69.462,54.968
2010-03-01,7577.75,9720.03,309.87,819.39,9138.21,131.42,11805.06,359.56,905.11,63.597,55.038
2010-03-02,7597.62,9745.51,311.5,819.29,9133.13,132.33,11798.5,361.44,905,66.722,55.161
2010-03-03,7629.52,9786.42,311.1,832.25,9212.14,132.88,11900.57,360.98,919.31,58.881,54.859
2010-03-04,7569.8,9709.83,309.13,817.28,9153.75,132.48,11825.13,358.7,902.78,62.108,54.939
2010-03-05,7666.26,9833.56,313.14,829.86,9257.98,134.05,11959.79,363.35,916.67,66.292,54.934
2010-03-08,7762.27,9956.71,319.18,834.89,9297.38,136.23,12010.69,370.36,922.23,73.199,54.884
2010-03-09,7770.59,9967.38,320.07,835.61,9282.47,136.65,11991.42,371.39,923.02,73.932,54.97
2010-03-10,7779.08,9978.27,319.91,841.66,9294.76,137.08,12007.3,371.2,929.71,71.978,54.886
2010-03-11,7749.66,9940.53,319.39,829.58,9265.17,137.05,11969.08,370.6,916.36,71.421,55.008
2010-03-12,7748.33,9938.82,318.82,830.84,9281.8,137.32,11990.56,369.93,917.75,71.756,54.937
2010-03-15,7634.92,9793.35,313.75,815.85,9176.59,135.73,11854.64,364.06,901.2,67.757,54.887
2010-03-16,7695.63,9871.23,316.09,823.43,9252.55,136.8,11952.78,366.77,909.57,69.372,54.848
2010-03-17,7847.84,10066.46,322.75,844.12,9397.46,139.26,12139.98,374.5,932.42,70.545,54.895
2010-03-18,7886.34,10115.85,324.16,850.06,9444.25,141.25,12200.41,376.13,938.98,68.025,55.401
2010-03-19,7897.91,10130.7,324.76,851.1,9452.93,142.44,12211.63,376.83,940.13,68.767,55.425
2010-03-22,7835.98,10051.25,321.65,843.09,9411.23,143.45,12157.76,373.22,931.29,66.545,55.308
2010-03-23,7811.87,10020.33,321.31,838.7,9358.88,143.32,12090.13,372.83,926.44,70.897,55.409
2010-03-24,7822.71,10034.24,321.81,839.07,9372.74,143.08,12108.04,373.41,926.85,68.826,55.42
2010-03-25,7838.1,10053.98,323.26,837.66,9365.17,143.4,12098.26,375.1,925.29,68.597,55.514
2010-03-26,7876.86,10103.69,325.53,838.79,9392.41,143.98,12133.44,377.73,926.53,73.438,55.626
2010-03-29,7947.45,10194.23,327.39,848.46,9517.68,145.29,12295.28,379.89,937.21,67.438,55.448
2010-03-30,7962.22,10213.19,327.44,852.86,9550.34,145.02,12337.46,379.94,942.08,62.112,55.373
2010-03-31,7920.06,10159.11,326.16,840.54,9511.31,145.36,12287.05,378.45,928.47,65.507,55.534
2010-04-01,8013.09,10278.44,329.86,852.76,9619.34,145.95,12426.61,382.75,941.96,65.142,55.502
2010-04-02,8025.93,10294.9,330.49,852.57,9636.42,147.39,12448.67,383.48,941.76,66.301,55.52
2010-04-06,8089.65,10376.64,334.04,853.96,9689.42,147.81,12517.13,387.6,943.29,67.981,55.678
2010-04-07,8121.78,10417.86,334.72,856.98,9762.19,148.7,12611.15,388.39,946.63,66.341,55.57
2010-04-08,8057.6,10335.53,329.79,861.38,9751.63,147.9,12597.5,382.67,951.48,60.049,55.161
2010-04-09,8092.03,10379.69,331.17,867.86,9782.28,148.54,12637.1,384.27,958.64,62.159,55.153
2010-04-12,8117.75,10412.68,331.78,868.12,9846.72,149.71,12720.34,384.98,958.93,58.693,55.078
2010-04-13,8029.73,10299.78,327.94,852.57,9778.84,147.38,12632.65,380.52,941.76,57.153,55.036
2010-04-14,8097.13,10386.24,331.01,859.39,9846.51,149.34,12720.07,384.08,949.29,62.888,55.085
2010-04-15,8171.94,10482.19,333.27,863.41,9994.73,150.75,12911.54,386.71,953.73,59.158,54.952
2010-04-16,8111.57,10404.75,330.29,855.11,9955.34,150.69,12860.67,383.25,944.56,59.946,54.868
2010-04-19,7854.22,10074.66,321.35,820.41,9594.93,144.15,12395.06,372.88,906.24,59.553,55.131
2010-04-20,7900.42,10133.91,324.63,824.19,9586.15,145.69,12383.73,376.68,910.41,63.34,55.364
2010-04-21,7990.53,10249.5,329.5,829.96,9652.64,148.09,12469.62,382.33,916.78,71.384,55.571
2010-04-22,7978.69,10234.32,330.39,820.31,9605.29,148.66,12408.46,383.37,906.12,70.67,55.806
2010-04-23,8004.89,10267.92,332.24,821.41,9605.46,149.77,12408.67,385.51,907.33,72.018,55.933
2010-04-26,8158.14,10464.5,338.06,842.42,9793.54,150.49,12651.64,392.26,930.54,68.174,55.843
2010-04-27,8146.44,10449.48,337.69,839.7,9780.15,149.68,12634.35,391.84,927.54,68.2,55.857
2010-04-28,8081.55,10366.25,335.55,823.89,9714.57,148.81,12549.63,389.35,910.07,65.009,55.945
2010-04-29,8054.05,10330.97,333.43,822.09,9726.48,149.86,12565.01,386.89,908.08,66.069,55.784
2010-04-30,8004.25,10267.1,329.78,826.4,9705.26,147.01,12537.59,382.65,912.85,64.595,55.52
2010-05-03,7952.17,10200.29,327.73,821.2,9636.6,145.25,12448.9,380.27,907.1,64.713,55.535
2010-05-04,7930.77,10173.04,327.63,820.28,9565.68,144.97,12357.29,380.17,906.09,65.376,55.663
2010-05-05,7696.9,9873.05,317.3,801.76,9292.4,139.55,12004.25,368.19,885.63,66.025,55.474
2010-05-06,7579.48,9722.42,311.84,796.38,9152.06,136.6,11822.96,361.85,879.68,66.983,55.358
2010-05-07,7567.1,9706.55,311.93,787.14,9141.37,135.79,11809.14,361.96,869.48,66.934,55.472
2010-05-10,7664.73,9831.78,316.01,792.99,9275.34,138.58,11982.21,366.69,875.94,67.725,55.484
2010-05-11,7608.44,9759.57,313.84,788.14,9195.39,138.18,11878.93,364.17,870.58,67.377,55.512
2010-05-12,7602.7,9752.21,312.75,795.25,9197.79,138.35,11882.03,362.91,878.44,66.41,55.357
2010-05-13,7770.57,9967.54,319.11,823.1,9383.44,140.94,12121.86,370.29,909.2,63.772,55.263
2010-05-14,7772.13,9969.55,319.07,820.66,9401.81,141.59,12145.59,370.25,906.51,68.361,55.246
2010-05-17,7598.72,9747.75,311.08,800.92,9242.15,137.87,11939.33,361.01,884.7,69.461,55.106
2010-05-18,7585.3,9730.53,309.28,804.96,9263.6,136.79,11967.05,358.93,889.16,72.517,54.923
2010-05-19,7559.16,9697.01,307.76,802.54,9252.55,136.48,11952.78,357.16,886.49,70.959,54.843
2010-05-20,7424.43,9524.17,302.96,786.25,9062.84,134.13,11707.69,351.58,868.5,68.484,54.972
2010-05-21,7237.71,9284.78,296.08,762.44,8815.72,128.44,11388.94,343.61,842.2,67.333,55.121
2010-05-24,7322.73,9393.84,300.04,768.97,8906.26,129.75,11505.91,348.2,849.41,64.563,55.199
2010-05-25,7086.37,9090.63,290.77,741.78,8608.8,123.96,11121.63,337.44,819.38,65.404,55.288
2010-05-26,7167.35,9194.52,295.66,756.22,8603.86,125.18,11115.24,343.12,835.33,60.705,55.57
2010-05-27,7243.16,9291.93,298.43,759.37,8733.65,129,11282.92,346.33,838.92,69.068,55.5
2010-05-28,7295.32,9358.84,300.56,762.54,8807.28,130.93,11378.04,348.81,842.43,69.689,55.496
2010-05-31,7373.98,9459.76,303.51,770.56,8917.46,132.1,11520.38,352.23,851.28,69.596,55.442
2010-06-01,7289.33,9351.15,301.21,755.81,8782.79,132.06,11346.4,349.56,834.99,71.326,55.659
2010-06-02,7195.71,9231.06,296.67,749.69,8687.52,130.49,11223.31,344.29,828.23,73.231,55.542
2010-06-03,7360.28,9442.18,304.03,767.43,8855.2,133.33,11439.94,352.83,847.83,72.889,55.636
2010-06-04,7344.59,9422.05,303.62,760.48,8847.83,133.82,11430.43,352.35,840.15,76.409,55.68
2010-06-07,7157.83,9183.05,294.88,740.41,8676.17,130.65,11210.19,342.22,817.98,72.531,55.505
2010-06-08,7151.99,9175.56,292.86,742.69,8743.92,130.79,11297.73,339.89,820.5,74.447,55.178
2010-06-09,7071.67,9072.71,289.97,730.43,8643.46,127.75,11167.93,336.54,806.95,70.652,55.252
2010-06-10,7181.77,9214.46,294.66,742.72,8765.19,128.88,11326.49,342,820.53,70.02,55.277
2010-06-11,7299.49,9365.5,299.23,762.54,8888.19,130.79,11485.45,347.3,842.42,68.711,55.222
2010-06-14,7387.4,9478.29,301.69,778.2,9023.5,131.88,11660.3,350.15,859.73,62.483,55.014
2010-06-15,7454.06,9563.84,303.92,789.37,9111,132.59,11773.45,352.74,872.07,64.869,54.922
2010-06-17,7515.78,9643.02,306.25,791.21,9216.35,133.74,11909.58,355.44,874.09,68.943,54.833
2010-06-18,7493.11,9614.06,306.11,788.91,9149.32,133.69,11823.41,355.29,871.56,71.175,54.971
2010-06-21,7635.56,9797.15,311.48,809.05,9322.88,135.35,12048.85,361.52,893.81,59.855,54.864
2010-06-22,7612.68,9767.78,309.84,807.31,9326.89,135.8,12054.04,359.61,891.88,59.081,54.744
2010-06-23,7582.15,9728.62,308.67,801.99,9295.17,135.44,12013.05,358.25,886.01,59.133,54.756
2010-06-24,7589.89,9739.19,308.47,805.54,9318.4,135.89,12043.27,358.06,889.92,57.855,54.707
2010-06-25,7474.71,9592.15,303.71,806.68,9122.22,134.12,11792.55,352.54,891.19,58.126,54.671
2010-06-28,7500.79,9625.88,302.78,824.41,9188.24,133.62,11878.88,351.46,910.78,51.901,54.287
2010-06-29,7423.57,9528.6,300.71,809.55,9069.54,132.12,11728.28,349.12,894.36,60.726,54.475
2010-06-30,7329.37,9407.98,295.46,795.99,9040.26,130.83,11690.43,343.04,879.38,63.865,54.219
2010-07-01,7254.06,9312.52,292.32,786.94,8956.23,130.18,11583.21,339.46,869.38,65.672,54.194
2010-07-02,7330.74,9412.01,294.02,815.37,9032.93,130.95,11685.49,341.44,900.79,62.243,53.941
2010-07-05,7439.96,9562.28,298.81,828.07,9144.35,132.91,11830.38,347.68,914.82,62.904,54.012
2010-07-06,7548.48,9745.07,302.5,838.44,9318.54,135,12057.53,354.69,928.09,63.293,53.898
2010-07-07,7534.46,9746.88,302.59,834.91,9277.33,134.96,12076.37,354.84,924.18,60.509,54.018
2010-07-08,7608.85,9867.2,307.72,834.84,9298,136.27,12156.45,361.27,926.8,67.739,54.396
2010-07-09,7647.25,9918.32,309.69,839.85,9320.94,136.99,12190.92,363.58,932.36,66.671,54.469
2010-07-12,7639.55,9914.49,309.94,836.39,9294.71,137.33,12157.13,364.29,928.51,68.781,54.577
2010-07-13,7597.42,9872.73,308.07,834.69,9238.71,136.7,12123.29,362.26,926.64,69.718,54.556
2010-07-14,7714.51,10040,312.82,853.24,9356.6,138.12,12298.23,368.42,947.93,65.861,54.553
2010-07-15,7704.52,10044.24,311.81,857.74,9350.13,138.5,12342.85,367.4,953.47,62.385,54.44
2010-07-16,7664.57,9994.63,308.54,866.8,9325.45,137.44,12312.51,363.63,963.99,56.948,54.145
2010-07-19,7649.83,9985.49,308.25,860.79,9311.08,136.53,12307.36,363.72,957.31,57.421,54.202
2010-07-20,7712.03,10068.56,311.66,861.37,9369.62,137.46,12387.1,367.79,958.43,60.419,54.389
2010-07-21,7701.29,10056.14,311.04,854.1,9392.55,138.05,12421.91,367.08,950.33,59.249,54.352
2010-07-22,7666.34,10022.97,309.13,848.61,9381.72,138.21,12426.74,365.32,944.23,57.729,54.262
2010-07-23,7761.22,10149.24,313.66,854.33,9483.58,139.37,12566.22,370.74,950.66,59.789,54.385
2010-07-26,7787.45,10194.85,315.53,856.44,9478.45,138.95,12594.26,373.09,953.01,59.038,54.529
2010-07-27,7748.01,10145.86,315.44,847.6,9374.68,138.56,12460.95,373.08,943.17,61.878,54.594
2010-07-28,7784.81,10225.4,315.38,856.71,9474.77,139.56,12603.68,374.91,953.61,59.338,54.569
2010-07-29,7798.99,10253.48,315.3,857.56,9527.82,138.93,12684.08,375.03,957.23,58.813,54.462
2010-07-30,7760.63,10204.08,313.58,856.75,9474.92,138.78,12615.14,373.02,956.32,55.838,54.427
2010-08-02,7911.68,10403.74,318.77,887.79,9642.4,140.48,12839.81,379.24,991.05,54.552,54.271
2010-08-03,7957.53,10466.03,319.67,892.9,9746,140.81,12977.77,380.43,996.91,52.394,54.117
2010-08-04,7972.66,10491.17,318.57,898.17,9835,141.01,13111.7,379.19,1002.8,50.704,53.809
2010-08-05,7936.85,10447.09,316.61,897.02,9804.72,139.3,13075.51,376.99,1001.52,51.996,53.718
2010-08-06,7963.3,10484.02,316.84,899.63,9880.65,139.95,13180.74,377.33,1004.43,58.44,53.583
2010-08-09,8034.49,10579.15,318.46,923.14,9962.5,140.52,13294.71,379.28,1030.68,52.019,53.396
2010-08-10,7976.74,10511.27,315.21,914.31,9949.03,139.75,13282.46,375.84,1020.82,50.25,53.233
2010-08-11,7895.03,10425.29,312.45,891.88,9880.2,139.19,13192.31,372.94,1006.97,52.258,53.318
2010-08-12,7829.79,10371.68,309.04,891.01,9812.01,139.44,13115.26,370.58,1008.47,58.77,53.181
2010-08-13,7891.58,10459.25,311.82,893.59,9891.3,142.22,13224.58,374.21,1011.75,62.522,53.235
2010-08-16,7941.22,10525.19,313.46,896.89,9979.74,143.28,13342.93,376.19,1015.49,56.854,53.196
2010-08-17,7931.09,10512.11,312.65,891.56,10005.9,143.86,13378.69,375.22,1009.45,51.991,53.125
2010-08-18,7924.1,10503.26,312.94,884.73,9995.11,144.41,13364.64,375.59,1001.72,49.926,53.222
2010-08-19,7928.94,10512.38,315.42,867.52,9962.97,144.46,13325.82,378.62,982.85,56.048,53.614
2010-08-20,7927.31,10511.27,314.17,872.23,9999.55,143.99,13375.78,377.16,988.26,54.007,53.434
2010-08-23,7975.93,10576.78,314.45,891.08,10085.24,144.12,13490.46,377.56,1009.62,53.987,53.153
2010-08-24,7940.64,10534.41,312.68,889.71,10048.17,144.05,13453.02,375.53,1008.06,56.99,53.158
2010-08-25,7736.98,10276.99,306.32,858.92,9741.29,140.78,13053.73,368.54,973.18,57.95,53.455
2010-08-26,7689.74,10215.22,304.89,845.86,9693.76,138.72,12990.04,366.85,958.79,58.186,53.5
2010-08-27,7722.91,10259.49,305.12,853.58,9772.53,139,13096.1,367.13,967.53,55.001,53.309
2010-08-30,7741.2,10283.78,304.97,860.14,9820.12,137.84,13159.87,366.95,974.97,56.663,53.153
2010-08-31,7616.28,10117.87,298.03,854.39,9728.22,133.2,13036.72,358.6,968.45,63.489,52.794
2010-09-01,7668.25,10186.9,298.94,860.21,9851.78,134.96,13202.3,359.69,975.04,64.727,52.578
2010-09-02,7720.82,10257.18,301.04,863.69,9927.26,135.48,13304.9,362.22,978.99,59.17,52.589
2010-09-03,7830.21,10402.7,307.73,869.64,9972.94,138.95,13366.85,370.27,985.74,63.173,53.008
2010-09-06,7890.95,10483.58,309.72,874.22,10079.64,141.18,13510.58,372.67,990.93,61.776,52.943
2010-09-07,7884.4,10474.89,308.66,871.23,10121.73,140.69,13567.05,371.39,987.54,60.393,52.806
2010-09-08,7851.31,10432.23,307.78,865.93,10065.62,140.15,13491.84,370.42,981.53,61.069,52.884
2010-09-09,7835.54,10411.7,308.57,861,9988.12,139.28,13388.89,371.38,975.95,66.162,53.133
2010-09-10,7890.11,10484.47,310.65,870.6,10045,139.25,13465.4,373.91,986.83,67.891,53.125
2010-09-13,8091.3,10752.83,318.22,899.41,10290.19,140.87,13795.32,383.06,1019.48,59.177,53.062
2010-09-14,8132.6,10808.45,320.14,901.62,10338.2,141.93,13861.22,385.39,1021.98,61.179,53.109
2010-09-15,8163.82,10851.23,320.95,907.86,10387.11,142.8,13927.89,386.43,1029.06,64.044,53.037
2010-09-16,8099.75,10766.63,318.25,899.74,10318.86,141.69,13837.06,383.21,1019.85,63.817,53.012
2010-09-17,8158.33,10844.54,320.36,907.25,10399.09,142.76,13944.64,385.75,1028.37,58.963,52.976
2010-09-20,8186.96,10882.68,320.75,908.18,10482.27,142.88,14056.25,386.23,1029.43,56.698,52.845
2010-09-21,8196.4,10895.23,321.75,910.34,10457.89,143.68,14023.55,387.43,1031.87,65.034,52.95
2010-09-23,8202.54,10903.94,321.95,915.58,10447.82,144.58,14010.11,387.7,1037.81,67.806,52.946
2010-09-24,8166.62,10856.19,319.33,914.92,10448.49,144.27,14011,384.55,1037.07,65.549,52.748
2010-09-27,8191.54,10889.46,319.57,918.16,10515.9,142.66,14101.93,384.83,1040.74,60.675,52.655
2010-09-28,8189.44,10886.89,320.31,910.57,10503.56,142.6,14086.02,385.73,1032.14,65.191,52.794
2010-09-29,8240.89,10955.28,322.78,913.49,10558.67,143.3,14159.92,388.71,1035.45,66.338,52.876
2010-09-30,8237.78,10951.4,323.39,907.56,10542.03,143.56,14137.61,389.46,1028.72,68.015,53.023
2010-10-01,8244.18,10959.91,322.76,910.26,10586.45,143.81,14197.18,388.7,1031.78,64.589,52.824
2010-10-04,8246.1,10962.45,319.52,921.83,10706.64,141.6,14358.37,384.8,1044.89,49.91,52.281
2010-10-05,8200.43,10901.75,317.51,916.4,10661.12,140.97,14297.31,382.38,1038.74,52.784,52.238
2010-10-06,8284.03,11012.88,320.18,926.52,10795.31,141.57,14477.27,385.59,1050.21,45.823,52.147
2010-10-07,8283.92,11012.76,319.95,931.81,10783.06,141.9,14460.94,385.32,1056.21,46.809,52.111
2010-10-08,8244.19,10959.95,318.86,921.63,10733.78,140.83,14394.84,384.01,1044.67,57.346,52.183
2010-10-11,8176.76,10870.3,317.34,911.11,10604.15,139.41,14221,382.17,1032.75,52.608,52.362
2010-10-12,8090.22,10755.26,313.6,900.34,10515.95,138.81,14102.71,377.68,1020.54,53.589,52.307
2010-10-13,8106.66,10777.12,313.65,900.94,10572.54,139.44,14178.61,377.73,1021.22,58.444,52.209
2010-10-14,8215.45,10921.74,316.31,910.95,10802.19,140.32,14486.6,380.93,1032.56,47.51,51.952
2010-10-15,8205.3,10908.25,314.21,911.11,10869.76,138.5,14577.21,378.4,1032.74,45.611,51.655
2010-10-18,8060.54,10715.9,308.23,892.88,10709.38,135.35,14362.53,371.21,1012.09,49.557,51.586
2010-10-19,8046.23,10696.89,308.59,891.64,10643.17,135.5,14273.74,371.63,1010.68,54.541,51.728
2010-10-20,8124.62,10801.1,313.52,890.87,10690.92,137.8,14337.77,377.57,1009.8,63.165,52.048
2010-10-21,8131.23,10809.89,312.77,888.04,10765.96,137.33,14438.41,376.67,1006.6,59.596,51.878
2010-10-22,8168.06,10858.85,314.58,889.51,10806.02,138.01,14492.14,378.85,1008.26,53.684,51.941
2010-10-25,8306.98,11043.53,320.13,902.84,10987.61,139.26,14735.67,385.54,1023.37,56.077,51.974
2010-10-26,8343.23,11091.72,320.61,905.62,11087.22,139.94,14869.25,386.11,1026.52,54.296,51.828
2010-10-27,8291.04,11022.34,318.4,897.26,11040.02,139.49,14805.96,383.45,1017.05,50.939,51.799
2010-10-28,8354.05,11106.11,322.75,902.41,11033.23,140.16,14796.85,388.69,1022.88,61.689,52.109
2010-10-29,8287.09,11017.16,320.84,896.21,10905.72,139.37,14626.14,386.39,1015.85,60.63,51.946
2010-11-01,8379.75,11140.36,323.57,908.79,11060.08,138.35,14833.16,389.68,1030.12,61.858,52.337
2010-11-02,8344.76,11093.83,321.08,911.14,11044.75,135.94,14812.6,386.68,1032.77,56.38,52.138
2010-11-03,8293.9,11026.22,318.66,906.28,10997.79,132.51,14749.62,383.77,1027.27,57.491,52.061
2010-11-04,8357.85,11111.24,321.41,911.28,11076.33,133.74,14854.95,387.08,1032.94,56.189,52.184
2010-11-05,8449.34,11232.86,322.74,923.86,11297.76,135.12,15151.92,388.68,1047.19,44.065,51.83
2010-11-08,8430.58,11207.93,318.87,926.26,11413.75,133.02,15307.48,384.01,1049.92,39.702,51.325
2010-11-09,8445.63,11227.94,320.52,921.53,11407.06,133.6,15298.51,386.01,1044.55,48.805,51.453
2010-11-10,8450.63,11234.58,322.26,916.26,11360.85,133.52,15236.54,388.1,1038.58,47.847,51.72
2010-11-11,8436.95,11216.4,321.43,920.68,11331.97,135.15,15197.8,387.1,1043.59,56.711,51.683
2010-11-12,8316.05,11055.66,318.21,900.44,11130.11,134.26,14927.08,383.22,1020.65,50.197,51.954
2010-11-15,8240.65,10955.42,318.23,888.49,10898.12,133.6,14615.94,383.24,1007.1,49.517,52.437
2010-11-16,8312.21,11050.56,320.68,891.4,11029.38,133.85,14791.98,386.2,1010.4,53.696,52.393
2010-11-17,8255.54,10975.22,318.9,880.26,10955.51,134.17,14692.91,384.06,997.77,51.375,52.462
2010-11-18,8283.45,11012.32,319.03,884.56,11035.15,133.99,14799.72,384.21,1002.65,52.474,52.305
2010-11-19,8306.12,11042.47,321.1,882.13,11025.84,134.1,14787.24,386.7,999.9,57.848,52.479
2010-11-22,8374.91,11133.92,324.88,886.33,11073.59,134.51,14851.28,391.26,1004.65,58.045,52.545
2010-11-23,8328.63,11072.4,323.24,879.24,11014.12,134.52,14771.52,389.28,996.62,64.293,52.592
2010-11-24,8297.05,11030.41,321.27,875.24,11013.31,133.82,14770.44,386.9,992.08,59.775,52.487
2010-11-25,8349.99,11100.8,325.09,884.42,10977.7,135.03,14722.73,391.51,1002.49,67.554,52.782
2010-11-26,8312.15,11050.5,324.73,876.65,10888.11,134.77,14602.57,391.07,993.69,66.311,52.951
2010-11-29,8367.17,11123.65,325.86,881.53,11015.67,136.35,14773.64,392.44,999.22,56.068,52.781
2010-11-30,8372.48,11130.71,325.37,878.42,11074.02,136.83,14851.9,391.85,995.69,57.532,52.689
2010-12-01,8520.11,11326.96,329.32,916.97,11260.65,138.61,15102.2,396.61,1039.39,48.888,52.379
2010-12-02,8585.77,11414.25,332.27,928.84,11305.69,139.49,15162.6,400.15,1052.84,55.562,52.436
2010-12-03,8624.01,11465.1,336.26,925.81,11258.05,140.86,15098.72,404.96,1049.4,65.678,52.824
2010-12-06,8702.23,11569.08,337.09,945.72,11424.21,141.65,15321.56,405.96,1071.97,54.206,52.475
2010-12-07,8704.39,11572.12,336.48,947.73,11454.66,142.21,15362.39,405.24,1074.25,58.967,52.364
2010-12-08,8703.79,11571.33,337.27,939.55,11447.59,142.13,15352.91,406.19,1064.98,61.378,52.49
2010-12-09,8753.84,11637.87,340.46,943.41,11456.02,143.28,15364.21,410.02,1069.35,56.466,52.683
2010-12-10,8718.83,11591.33,340.68,937.42,11338.05,143.58,15206,410.3,1062.56,67.372,52.934
2010-12-13,8736.59,11614.93,341.34,938.73,11365.86,145.03,15243.3,411.09,1064.05,65.046,52.881
2010-12-14,8740.43,11620.04,340.86,932.47,11432.29,144.63,15332.4,410.51,1056.96,64.277,52.781
2010-12-15,8756.71,11641.68,339.69,936.48,11536.41,143.6,15472.03,409.1,1061.5,57.005,52.501
2010-12-16,8782.2,11675.57,341.18,938.1,11549.16,143.91,15489.14,410.89,1063.33,52.547,52.582
2010-12-17,8817.9,11723.03,342.48,949.82,11566.2,144.45,15511.99,412.46,1076.62,56.687,52.572
2010-12-20,8768.72,11657.65,339.31,949.37,11545.15,143.83,15483.75,408.65,1076.11,54.572,52.366
2010-12-21,8827.79,11736.18,341.52,956.91,11621.71,144.71,15586.43,411.31,1084.66,52.195,52.353
2010-12-22,8860.49,11779.65,343.81,958.48,11620.88,146.03,15585.32,414.06,1086.44,61.34,52.537
2010-12-23,8898.87,11830.68,345.17,960.91,11685.43,146.67,15671.89,415.7,1089.19,58.024,52.507
2010-12-24,8861.1,11780.46,343.22,960.82,11643.25,146.05,15615.32,413.36,1089.09,61.813,52.755
2010-12-27,8892.31,11821.96,341.96,988.91,11703.85,145.61,15696.59,411.83,1120.93,53.057,52.357
2010-12-28,8870.76,11793.31,341.34,986.15,11666,144.44,15645.84,411.09,1117.8,51.707,52.39
2010-12-29,8866.35,11787.44,337.72,1021.39,11682.35,142.5,15667.76,406.73,1157.74,42.731,51.846
2010-12-30,8907.91,11842.7,339.78,1016.88,11752.9,142.86,15762.38,409.21,1152.63,46.087,51.946
2010-12-31,8972.5,11928.56,341.23,1041.59,11814.68,143.95,15845.23,410.96,1180.64,40.977,51.8
2011-01-03,9025.3,11998.76,340.29,1068.54,11944.49,143.64,16019.33,409.83,1211.19,31.734,51.329
2011-01-04,8997.19,11961.39,341.18,1039.84,11918.31,144.15,15984.22,410.89,1178.66,38.683,51.625
2011-01-05,8846.31,11760.8,335.42,1022.15,11721.2,142.33,15719.86,403.96,1158.61,38.605,51.624
2011-01-06,8883.21,11809.86,336.95,1035.72,11722.94,142.91,15722.21,405.81,1173.99,50.375,51.636
2011-01-07,8782.72,11676.27,336.74,1007.51,11488.57,142.06,15407.87,405.55,1142.02,55.959,52.159
2011-01-10,8817.88,11723,337.95,1018.88,11509.58,142.24,15436.06,407,1154.9,54.395,52.12
2011-01-11,8931.36,11873.88,342.73,1034.48,11625.89,143.87,15592.05,412.77,1172.59,62.029,52.179
